Well,Field,Cell_Number,Top,Left,XCentroid,YCentroid,ObjectAreaCh1,ObjectTotalIntenCh1,ObjectAvgIntenCh1,ObjectVarIntenCh1,SpotCountCh2,SpotTotalAreaCh2,SpotAvgAreaCh2,SpotTotalIntenCh2,SpotAvgIntenCh2,TotalIntenCh2,AvgIntenCh2
E5,77,3,731,514,624.8412726,812.7359531,23386,69118556,2955.552724,1320.380311,25,587,23.48,678341,1155.606474,2691783,115.1023262
E5,78,1,40,470,543.113287,121.6952516,18996,53913891,2838.17072,1519.448098,0,0,0,0,0,644665,33.93688145
E5,78,2,130,865,928.9038187,201.320128,14691,31970786,2176.215778,1082.069725,3,82,27.33333333,78432,956.4878049,832716,56.68205023
E5,78,3,180,84,151.4452959,230.6766688,10831,26324206,2430.450189,1240.738739,15,468,31.2,888948,1899.461538,2623487,242.2202013
E5,78,4,199,256,335.4641603,263.3619105,13379,28139201,2103.23649,879.589401,11,247,22.45454545,295634,1196.898785,1346765,100.6626056
E5,78,5,336,384,485.6361467,432.8213123,32263,71836932,2226.604222,1072.900735,2,53,26.5,30701,579.2641509,670782,20.79106097
E5,78,6,607,216,287.4414341,694.9507773,19747,51751584,2620.731453,1685.639666,0,0,0,0,0,598783,30.32273257
E5,78,7,755,491,569.6404866,833.5110447,18742,58984714,3147.194216,2243.455731,6,111,18.5,110762,997.8558559,1049911,56.01915484
E6,1,1,364,228,310.2876178,440.7184033,17937,44533521,2482.77421,1168.298769,6,134,22.33333333,163437,1219.679104,763861,42.58577243
E6,1,2,367,822,905.5634055,449.2927934,21189,50840039,2399.359998,1463.642301,0,0,0,0,0,474313,22.38486951
E6,1,3,377,597,672.9880312,460.0068465,19718,58013495,2942.159195,1853.370872,0,0,0,0,0,889395,45.10574095
E6,1,4,707,398,471.6190689,794.4769696,20169,46221680,2291.718975,952.5986672,0,0,0,0,0,674464,33.4406267
E6,1,5,709,595,678.2191978,794.8713384,22190,64375159,2901.088734,1875.012393,0,0,0,0,0,756538,34.09364579
E6,2,1,283,99,162.8645872,350.5497248,13625,43151297,3167.06767,1741.037907,0,0,0,0,0,540847,39.69519266
E6,2,2,366,314,429.2500894,472.1603511,36339,79319211,2182.75712,1158.856987,0,0,0,0,0,650872,17.91111478
E6,2,3,573,639,720.9739259,655.2526393,20365,58178252,2856.77643,1804.693049,0,0,0,0,0,674050,33.09845323
E6,2,4,618,9,50.76017285,690.889359,11108,19829391,1785.145031,667.0820044,0,0,0,0,0,240234,21.62711559
E6,2,5,897,158,231.7443075,987.6156235,20290,57083367,2813.374421,1426.902648,0,0,0,0,0,455472,22.44810251
E6,2,6,990,459,519.7570951,1045.119446,10465,29483408,2817.334735,2117.076616,0,0,0,0,0,273866,26.16970855
E6,3,1,297,684,771.7775789,387.0747901,25137,54427986,2165.253849,1366.043484,0,0,0,0,0,484273,19.2653459
E6,3,2,490,688,761.6905818,556.0783329,15332,33199646,2165.382598,998.0626929,21,975,46.42857143,3693548,3788.254359,16377484,1068.189669
E6,3,3,649,669,742.2400286,728.0926821,18202,58019645,3187.542303,1907.731955,10,254,25.4,365060,1437.244094,1593686,87.55554335
E6,3,4,767,409,492.3711851,859.2839931,23821,79256737,3327.179254,1923.784693,5,57,11.4,26311,461.5964912,908267,38.1288359
E6,4,1,60,65,137.7251764,143.4198588,18561,52814727,2845.467755,1791.148402,0,0,0,0,0,491195,26.46382199
E6,4,2,361,765,843.073857,448.1098088,21501,47938986,2229.616576,1145.665927,0,0,0,0,0,438714,20.40435329
E6,4,3,416,420,503.1660497,504.3778129,24041,67512510,2808.223868,1325.643826,26,758,29.15384615,1192237,1572.872032,3523072,146.5443201
E6,4,4,705,611,694.8718336,780.4650266,19186,51239370,2670.664547,1436.24384,22,836,38,3623746,4334.624402,9382459,489.0263213
E6,5,1,149,861,934.9458576,224.2253655,16826,51922336,3085.839534,2211.971789,10,163,16.3,155220,952.2699387,1238079,73.58130275
E6,5,2,437,456,538.2652732,540.8619023,25453,72412427,2844.946647,1821.530115,6,72,12,40920,568.3333333,799788,31.42215063
E6,5,3,502,874,941.2067819,558.391255,12327,25536280,2071.57297,904.7264483,13,492,37.84615385,1261981,2565.002033,4646590,376.9441064
E6,5,4,595,33,129.0956864,695.025979,28677,64744677,2257.721414,816.9480492,15,232,15.46666667,175177,755.0732759,1157809,40.37413258
E6,5,5,661,873,966.3650927,751.0889545,26092,57162658,2190.811666,1185.510636,0,0,0,0,0,377999,14.48716082
E6,5,6,805,755,820.1558524,871.135536,14225,32845745,2309.015466,1130.768346,30,984,32.8,2768847,2813.868902,9492607,667.318594
E6,5,7,823,559,644.6248513,906.3063158,21850,45588277,2086.42,968.4382998,0,0,0,0,0,324918,14.87038902
E6,6,1,148,39,131.4854134,216.5629347,20704,38218035,1845.925184,801.9245092,26,724,27.84615385,1027076,1418.61326,3357611,162.1720923
E6,6,2,427,757,831.4377474,522.2376837,21983,45241814,2058.036392,904.6988013,0,0,0,0,0,468798,21.32547878
E6,6,3,732,938,990.9809381,849.3541172,19358,53013270,2738.57165,1722.155897,1,19,19,17028,896.2105263,612567,31.64412646
E6,7,1,426,760,823.2622044,498.3268825,13745,33899284,2466.299309,1255.850356,10,188,18.8,192366,1023.223404,1608899,117.0534012
E6,7,2,766,753,857.5571626,855.1906791,26757,54949729,2053.658071,979.1261178,1,13,13,14113,1085.615385,1319639,49.31939306
E6,7,3,882,452,522.338424,955.8694999,15977,43928297,2749.470927,2105.311405,0,0,0,0,0,434710,27.2084872
E6,8,1,98,89,189.4787846,184.8707754,24322,48930075,2011.761985,845.5426222,2,25,12.5,8010,320.4,527285,21.6793438
E6,8,2,137,820,884.8652926,199.1910607,12954,32442843,2504.465262,1281.415632,14,347,24.78571429,565550,1629.827089,2222088,171.5368226
E6,8,3,247,511,592.9403774,348.2617537,24588,50507724,2054.161542,948.575674,29,639,22.03448276,1081499,1692.486698,3762827,153.0350984
E6,8,4,290,228,364.0741105,449.6375469,60005,88650932,1477.392417,734.633114,9,144,16,62790,436.0416667,714221,11.90269144
E6,8,5,419,78,161.4061781,495.2660206,16510,35289793,2137.479891,1023.445475,42,1664,39.61904762,7714318,4636.008413,18887527,1144.00527
E6,8,6,455,633,732.8253507,565.7846552,35139,61510604,1750.493867,888.7996107,8,237,29.625,250919,1058.729958,1341658,38.18145081
E6,8,7,848,455,546.5262881,930.6676801,24669,66016849,2676.105598,2143.33098,0,0,0,0,0,624387,25.31059224
E6,9,1,8,83,143.6740116,65.77357635,11028,31847408,2887.867972,1498.914831,18,852,47.33333333,5151046,6045.828638,10998830,997.3549148
E6,9,2,183,348,429.5839767,268.5333745,22667,59266939,2614.679446,1678.324481,0,0,0,0,0,623977,27.52799224
E6,9,3,576,370,466.8093461,687.4442994,32163,68137731,2118.512919,1041.724819,0,0,0,0,0,639610,19.88651556
E6,9,4,782,835,923.7585005,861.9731969,22087,56237611,2546.186037,1518.402585,0,0,0,0,0,475706,21.53782768
E6,9,5,837,172,211.7673995,897.8688472,9325,14640440,1570.020375,618.1737476,0,0,0,0,0,144673,15.51453083
E6,10,1,87,166,227.1369777,152.1023819,12805,37936453,2962.628114,1512.924235,24,438,18.25,442887,1011.157534,1526954,119.2467005
E6,10,2,501,274,368.033823,573.4032621,19129,49671497,2596.659365,1576.085719,2,24,12,8037,334.875,551574,28.83443986
E6,10,3,691,583,637.8948413,762.927732,13104,34945886,2666.810592,1363.269827,16,639,39.9375,2572361,4025.604069,6882782,525.2428266
E6,10,4,841,756,826.7360797,905.7807377,14152,32233872,2277.69022,1049.318496,15,519,34.6,1700572,3276.631985,5377419,379.9759045
E6,12,1,73,445,526.9565908,180.6233479,25801,56479915,2189.059145,1113.937736,0,0,0,0,0,498770,19.33142126
E6,12,2,73,609,688.6365358,162.4664526,24294,51590518,2123.590928,994.1486005,5,59,11.8,21980,372.5423729,622119,25.60792788
E6,12,3,611,607,698.0910363,680.8293195,20014,40780710,2037.609174,868.9762056,10,220,22,169297,769.5318182,951119,47.52268412
E6,12,4,619,169,255.1198591,701.5827805,21859,64830513,2965.849902,2045.123702,0,0,0,0,0,677527,30.99533373
E6,12,5,889,905,962.5879111,945.5873505,10704,22499150,2101.938528,998.2816963,10,540,54,2092258,3874.551852,4762580,444.9346039
E6,13,1,227,71,154.3389178,319.3658633,22861,60671220,2653.918026,1418.255206,8,130,16.25,153663,1182.023077,1110468,48.57477801
E6,13,2,380,797,887.5691614,477.1699512,26843,61067252,2274.978654,1096.54533,0,0,0,0,0,505977,18.84949521
E6,13,3,748,526,627.5486756,834.4380376,23482,68203855,2904.516438,1847.33663,24,921,38.375,2227750,2418.838219,8722455,371.4528149
E6,14,1,30,916,983.5565619,102.5991733,16451,40045869,2434.251353,1725.375651,0,0,0,0,0,444477,27.01823597
E6,14,2,388,660,773.6228116,464.6885504,22848,63829658,2793.665004,1390.629769,3,53,17.66666667,28190,531.8867925,533200,23.33683473
E6,14,3,602,888,981.643807,687.0889562,24439,66009172,2700.976799,2076.165485,0,0,0,0,0,678169,27.74945783
E6,15,1,766,652,753.9179953,901.6719813,37632,110924106,2947.600606,2024.90818,5,95,19,64695,681,1133107,30.11019877
E6,16,1,470,622,696.305194,548.066186,17058,46780258,2742.423379,1479.768812,1,7,7,2506,358,660598,38.7265799
E6,16,2,601,176,243.9345371,671.3006566,15230,46664774,3064.003546,1637.946255,19,573,30.15789474,2207341,3852.253054,5879458,386.0445174
E6,16,3,812,122,221.2306157,910.8953278,32062,69179937,2157.692502,1005.313615,0,0,0,0,0,588895,18.36738195
E6,17,1,539,418,496.1861375,605.3584871,16101,39397044,2446.869387,1206.096361,0,0,0,0,0,480456,29.84013415
E6,18,1,36,461,555.0257479,156.8350137,36003,68326231,1897.792712,1284.870613,0,0,0,0,0,552951,15.35847013
E6,18,2,408,524,599.2288779,475.5212727,16594,40512036,2441.366518,1092.892073,20,390,19.5,431631,1106.746154,2823400,170.1458358
E6,18,3,553,650,726.8573637,656.9726063,23290,52815591,2267.73684,1340.688348,0,0,0,0,0,606243,26.03018463
E6,18,4,756,242,317.0755711,840.4627173,20881,46942009,2248.072841,929.221003,1,22,22,13941,633.6818182,605545,28.99980844
E6,18,5,789,925,971.8770756,844.7791184,8371,29194640,3487.59288,2799.60176,0,0,0,0,0,385221,46.01851631
E6,18,6,797,602,682.4955119,878.3805978,20276,56570688,2790.031959,1258.604207,22,312,14.18181818,250887,804.125,1784720,88.02130598
E6,19,1,4,5,76.06165971,72.02940592,15099,38415988,2544.273661,1337.164601,13,268,20.61538462,344806,1286.589552,1164686,77.13663157
E6,19,2,12,452,530.0836671,72.10885625,11235,28946142,2576.425634,1397.057984,0,0,0,0,0,364148,32.41192701
E6,19,3,53,426,481.6515706,133.2799191,10378,22023269,2122.1111,916.7957241,0,0,0,0,0,173901,16.75669686
E6,19,4,107,632,704.8174426,175.783861,16110,32696843,2029.599193,769.9885412,2,38,19,22539,593.1315789,547753,34.00080695
E6,19,5,146,127,198.8677909,220.6259149,17079,40438482,2367.731249,1377.4973,0,0,0,0,0,416192,24.36863985
E6,19,6,353,212,284.6459955,426.6755058,16706,41404850,2478.441877,1381.107855,20,1000,50,3806453,3806.453,10015208,599.4976655
E6,19,7,667,410,475.6141116,732.6219424,12387,36758003,2967.466134,1867.142658,0,0,0,0,0,446817,36.07144587
E6,19,8,751,249,314.5136676,813.3911622,11926,24691116,2070.360221,984.614974,7,553,79,1538439,2781.987342,5597147,469.3230756
E6,20,1,123,167,227.7399968,188.0857074,12496,34208389,2737.547135,1510.145042,0,0,0,0,0,469347,37.55977913
E6,20,2,211,919,1006.052011,292.9460542,22226,45524820,2048.268694,1474.304735,0,0,0,0,0,501196,22.5499865
E6,20,3,256,540,625.4296066,336.5085334,16699,57210414,3425.978442,2690.300128,2,29,14.5,28473,981.8275862,884394,52.96089586
E6,20,4,457,592,658.0137054,533.5417335,16198,46426614,2866.194222,1792.111959,0,0,0,0,0,621064,38.34201753
E6,20,5,724,621,691.9001033,793.941431,15486,46014256,2971.345473,1932.566914,17,483,28.41176471,1542472,3193.52381,5112996,330.1689268
E6,21,1,305,201,292.3906798,388.8801345,20815,51651337,2481.44785,1198.113775,26,899,34.57692308,3332123,3706.477197,8030663,385.811338
E6,21,2,389,61,144.7052519,471.3918445,20526,62907205,3064.757137,1754.782838,1,15,15,5708,380.5333333,473618,23.07405242
E6,21,3,423,408,462.2674258,481.8449505,9397,27855052,2964.249441,2528.387379,0,0,0,0,0,345034,36.71746302
E6,21,4,708,152,212.8716131,772.6784026,12696,40422939,3183.911389,1806.124663,4,136,34,283291,2083.022059,1220685,96.14721172
E6,22,1,30,425,482.82738,97.69605625,12374,32233859,2604.966785,1287.723821,14,336,24,548117,1631.300595,1772825,143.2701632
E6,22,2,251,73,159.5035619,320.3063224,15722,45440733,2890.264152,1678.3461,21,745,35.47619048,2575985,3457.697987,5658571,359.9141967
E6,22,3,452,700,765.6584618,523.0343291,13691,34484952,2518.80447,1262.024079,21,812,38.66666667,2797122,3444.731527,6951939,507.7743773
E6,22,4,591,242,335.3026389,672.9819244,23457,59933367,2555.031206,1186.204139,10,240,24,234929,978.8708333,1256239,53.55497293
E6,22,5,796,757,823.3269396,860.1032892,15171,35268809,2324.751763,1059.152167,25,654,26.16,787446,1204.045872,2969797,195.7548612
E6,22,6,815,269,334.1722365,866.4342569,10503,42058430,4004.420642,2514.429222,0,0,0,0,0,492036,46.84718652
E6,23,1,420,4,77.6718179,476.3432181,9577,21447009,2239.428736,962.4277389,0,0,0,0,0,139435,14.55936097
E6,23,2,438,313,448.5529552,579.7741428,36833,62946143,1708.960525,722.9079738,6,76,12.66666667,49834,655.7105263,666189,18.08674287
E6,23,3,456,143,229.1921632,522.4888601,15440,32491355,2104.36237,882.8527534,24,921,38.375,2535906,2753.42671,5968037,386.5308938
E6,23,4,807,283,388.1193399,894.3817003,28842,63973896,2218.081132,896.7650159,0,0,0,0,0,502733,17.43058734
E6,23,5,932,140,208.2145603,1011.652825,17170,47107919,2743.61788,1484.284142,2,20,10,6186,309.3,417700,24.32731508
E6,24,1,144,677,771.8814891,231.5611533,26082,48709694,1867.559773,963.212888,0,0,0,0,0,450246,17.26270991
E6,24,2,436,587,686.1727974,520.8778634,27240,51993867,1908.732269,1079.995613,0,0,0,0,0,498663,18.30627753
E6,24,3,568,236,300.7124589,638.4453051,13685,29089790,2125.669711,1103.160064,0,0,0,0,0,380320,27.79101206
E6,24,4,687,802,886.8368206,768.5749145,17827,38312131,2149.107029,1036.749162,2,13,6.5,4041,310.8461538,381205,21.38357548
E6,24,5,693,542,608.612197,764.5264056,14069,47840516,3400.420499,2021.713808,0,0,0,0,0,677980,48.18963679
E6,24,6,841,308,392.8709389,926.3679671,22377,52331609,2338.63382,1047.378105,0,0,0,0,0,488697,21.83925459
E6,25,1,59,355,427.6818807,145.7771314,18908,38319640,2026.636344,771.2849825,8,185,23.125,134113,724.9351351,934877,49.44346308
E6,25,2,111,546,645.3016852,198.0363132,24151,38307265,1586.156474,621.5811847,1,6,6,3777,629.5,586367,24.27920169
E6,25,3,316,331,411.7258859,395.21124,18879,42924750,2273.677102,1077.168179,7,163,23.28571429,216202,1326.392638,1006552,53.31595953
E6,25,4,472,522,598.0832623,535.7759333,15241,29993588,1967.954071,791.1349313,32,1480,46.25,7560703,5108.583108,22432246,1471.835575
E6,25,5,707,28,95.85450527,778.8492394,15382,45541210,2960.681966,1626.367801,4,44,11,22189,504.2954545,671752,43.67130412
E6,25,6,712,261,377.0061779,784.4394511,18291,34106368,1864.652999,803.4079184,0,0,0,0,0,492406,26.92067137
E6,25,7,723,882,977.2445387,791.9717671,20508,38069756,1856.336844,810.9938363,7,100,14.28571429,94949,949.49,1235157,60.22805734
E6,25,8,754,583,672.1772427,846.5252441,25293,56150452,2219.999684,981.5537572,0,0,0,0,0,610971,24.15573479
E6,26,1,89,114,200.3152019,167.9884688,21767,31328645,1439.272523,579.1681724,0,0,0,0,0,325896,14.97202187
E6,26,2,229,609,702.6259486,365.187059,30044,59941344,1995.118626,1025.986973,28,1061,37.89285714,2322556,2189.025448,5749392,191.3657303
E6,26,3,302,922,987.4466389,364.6752981,13671,39686416,2902.963646,1816.94725,1,10,10,3095,309.5,507435,37.11762124
E6,26,4,417,414,523.8996082,518.3727169,31646,54037910,1707.574733,1296.17836,0,0,0,0,0,394090,12.45307464
E6,26,5,619,961,1017.617518,680.6273768,11360,24827121,2185.486004,1064.28499,4,53,13.25,28533,538.3584906,437412,38.50457746
E6,26,6,643,108,183.6549321,713.8628163,17072,32135157,1882.331127,863.0477249,0,0,0,0,0,405221,23.73600047
E6,26,7,706,608,671.7961649,792.4400448,16062,43393273,2701.610821,1436.568174,0,0,0,0,0,569989,35.48680115
E6,26,8,706,774,878.8150691,802.9040534,31455,65817742,2092.441329,1269.754909,0,0,0,0,0,565628,17.98213321
E6,26,9,863,127,191.4364775,929.0211496,13570,38073743,2805.729035,1480.099141,0,0,0,0,0,468778,34.54517318
E6,27,1,29,573,651.3789831,116.8634933,20336,42984046,2113.69227,958.6135169,0,0,0,0,0,538872,26.49842644
E6,27,2,38,361,426.6893931,128.6508646,17234,32854652,1906.385749,764.706036,12,470,39.16666667,1771277,3768.674468,4647110,269.6477893
E6,27,3,344,769,853.0002639,432.8158103,22732,43086306,1895.40322,818.3488258,0,0,0,0,0,358967,15.79126342
E6,27,4,345,519,614.0489583,436.0045409,26206,55251291,2108.345074,1181.545993,0,0,0,0,0,737291,28.13443486
E6,27,5,617,696,775.0036802,701.3383747,19836,38111007,1921.305051,878.2316397,5,75,15,84313,1124.173333,1763457,88.90184513
E6,27,6,673,242,313.4134126,749.4639529,17491,40257051,2301.586587,1284.815549,0,0,0,0,0,1293066,73.92750557
E6,27,7,788,88,149.0573387,854.0519632,12836,37221637,2899.784746,1564.313047,0,0,0,0,0,444072,34.59582424
E6,27,8,901,567,646.1585761,975.478913,19467,44305646,2275.935994,953.4338486,0,0,0,0,0,459845,23.62177018
E6,28,1,158,757,850.2422449,248.6521004,23662,37036799,1565.243809,530.1493979,0,0,0,0,0,302015,12.76371397
E6,28,2,441,13,88.71720833,518.8363949,16277,34223679,2102.579038,874.9417579,26,805,30.96153846,3204995,3981.360248,7038368,432.4118695
E6,28,3,449,688,770.7386047,528.9812952,21171,55235386,2609.011667,1663.85879,1,7,7,3470,495.7142857,735398,34.73610127
E6,28,4,731,191,276.7092166,796.5381336,17360,41594907,2396.019988,1044.419333,8,141,17.625,146423,1038.460993,1473895,84.90178571
E6,28,5,766,859,955.3817878,857.028183,28102,64504642,2295.375489,1079.809842,2,15,7.5,4755,317,573412,20.40466871
E6,28,6,933,154,235.5663022,1005.679507,17835,43666137,2448.339613,1030.645632,26,867,33.34615385,1837263,2119.103806,4644589,260.4199047
E6,29,1,205,73,181.6623245,340.7138161,32549,61586402,1892.11349,888.8010154,0,0,0,0,0,633520,19.46357799
E6,29,2,324,818,896.6195279,412.0163833,22706,48052322,2116.283009,1001.319495,0,0,0,0,0,497194,21.89703162
E6,29,3,517,222,299.3619248,589.6635188,16625,35559607,2138.923729,973.2317192,1,6,6,2462,410.3333333,891511,53.6247218
E6,29,4,724,792,909.6091954,843.7308489,42021,88680250,2110.379334,1755.593484,0,0,0,0,0,798999,19.01427857
E6,29,5,867,107,195.7179977,943.8957591,23014,61397518,2667.833406,1317.455466,0,0,0,0,0,542001,23.55092552
E6,30,1,213,165,226.4430208,273.0885872,11785,43558969,3696.136529,2051.045182,21,1155,55,4917723,4257.768831,10081570,855.4577853
E6,30,2,397,662,720.1094055,455.8501399,11791,24870416,2109.271139,1128.696904,0,0,0,0,0,235158,19.94385548
E6,30,3,424,687,775.3379013,513.5264234,13208,29961471,2268.433601,925.1196711,0,0,0,0,0,332071,25.14165657
E6,30,4,649,779,870.3919926,740.7840222,26975,67046936,2485.52126,1415.916923,0,0,0,0,0,689754,25.57012048
E6,31,1,490,707,803.2875091,573.183641,23241,49818842,2143.575664,1112.889824,0,0,0,0,0,256808,11.04978271
E6,31,2,547,50,105.2515965,616.9525135,12214,56959093,4663.426642,3793.889449,0,0,0,0,0,595978,48.79466186
E6,31,3,580,605,689.0136029,665.1383427,21613,36717421,1698.858141,743.7543014,11,197,17.90909091,245538,1246.385787,4595685,212.6352195
E6,31,4,880,453,526.4643394,940.374573,14638,31522387,2153.4627,1107.684175,17,461,27.11764706,1068991,2318.852495,9438613,644.8020904
E6,31,5,883,723,790.8158831,956.7928844,15740,24991932,1587.797459,795.4809803,16,247,15.4375,509008,2060.761134,8198995,520.9018424
E6,32,1,94,220,293.6328204,179.8355965,19884,57890445,2911.408419,1546.237232,2,27,13.5,11015,407.962963,625165,31.44060551
E6,32,2,272,350,434.0597227,341.7664415,16878,47418717,2809.498578,1336.859453,18,433,24.05555556,491163,1134.325635,2051677,121.5592487
E6,32,3,511,518,591.3961948,581.0144398,16136,48216029,2988.102938,1801.715205,0,0,0,0,0,495423,30.70296232
E6,32,4,544,914,991.5028188,625.3803813,19512,40460437,2073.618132,905.639021,4,101,25.25,112305,1111.930693,1665576,85.36162362
E6,32,5,565,652,713.4735678,703.051809,19900,38896700,1954.60804,1148.492819,0,0,0,0,0,500056,25.12844221
E6,32,6,888,221,312.3864289,982.199795,24390,59835417,2453.27663,1606.418994,1,14,14,5294,378.1428571,516675,21.18388684
E6,33,1,314,260,347.1464584,399.3672649,21897,72490618,3310.527378,1674.787121,19,335,17.63157895,314901,940.0029851,1600206,73.07877791
E6,33,2,458,671,755.6147285,596.8475497,37750,92762437,2457.283099,1229.817682,7,112,16,71515,638.5267857,1128781,29.90148344
E6,33,3,750,730,821.8102586,842.4689275,23590,38665971,1639.083128,817.7526294,0,0,0,0,0,360959,15.30135651
E6,33,4,761,92,184.6416818,848.9722792,25829,85155253,3296.8854,2315.267207,10,207,20.7,248242,1199.236715,1377744,53.34097332
E6,33,5,878,827,918.617061,956.3102309,20878,50365390,2412.366606,1068.939933,0,0,0,0,0,351623,16.84179519
E6,34,1,85,312,389.0597015,154.9761582,15477,44943364,2903.880855,1433.474427,5,64,12.8,33917,529.953125,598047,38.6410157
E6,35,1,92,311,384.2171572,162.6172824,15970,44639320,2795.198497,1541.69443,0,0,0,0,0,551726,34.54765185
E6,35,2,549,301,373.10154,618.2678102,15974,37963476,2376.579191,1100.094429,3,37,12.33333333,12339,333.4864865,571531,35.7788281
E6,35,3,625,614,689.6838304,702.5825569,18139,57905675,3192.330062,1751.575071,13,358,27.53846154,471554,1317.189944,1975942,108.933348
E6,35,4,663,95,156.8688355,721.416387,11619,26985557,2322.536965,1131.939055,4,87,21.75,79342,911.9770115,455456,39.19924262
E6,35,5,696,141,216.2319958,770.2038562,9595,23666323,2466.526628,1050.979476,0,0,0,0,0,217267,22.6437728
E6,35,6,743,883,961.2259642,814.3267176,17786,44621166,2508.780277,1955.132632,0,0,0,0,0,438229,24.63898572
E6,35,7,1012,472,535.9286367,1058.429893,8758,23188851,2647.733615,1221.760455,27,687,25.44444444,1056865,1538.377001,3302335,377.0649692
E6,36,1,95,444,509.8178256,167.7759846,15057,44197243,2935.328618,1477.880662,14,415,29.64285714,745501,1796.387952,2438741,161.9672578
E6,36,2,484,100,194.078555,572.3058297,23003,56309997,2447.941442,1137.561694,11,175,15.90909091,189511,1082.92,1027970,44.68851889
E6,36,3,529,650,732.0714143,612.5573705,20080,51229955,2551.29258,1079.110479,25,629,25.16,903370,1436.200318,3308051,164.7435757
E6,36,4,601,482,554.1941989,677.5606501,16859,47344332,2808.252684,1404.336421,0,0,0,0,0,477783,28.33993713
E6,36,5,794,545,604.4894837,856.3719345,12029,51184657,4255.104913,2566.151692,10,330,33,865295,2622.106061,2584846,214.8845291
E6,36,6,899,759,824.9915304,963.9069082,13578,48128800,3544.616291,1869.541342,1,27,27,26604,985.3333333,598762,44.09795257
E6,37,1,98,808,916.6859919,231.0345963,30668,81986700,2673.363115,1676.24742,5,132,26.4,475151,3599.628788,2340475,76.31651885
E6,37,2,510,638,744.3192572,607.8255363,28109,65162571,2318.210217,1381.216626,2,31,15.5,12188,393.1612903,709528,25.24202213
E6,37,3,750,843,920.2001151,828.9332758,17370,49381276,2842.90593,1724.984262,0,0,0,0,0,457679,26.3488198
E6,37,4,867,534,601.2341913,928.3804841,13015,46173099,3547.683365,1996.616892,0,0,0,0,0,573178,44.03980023
E6,38,1,349,98,185.6424841,440.9280235,24508,57508928,2346.536968,1545.291271,0,0,0,0,0,547612,22.34421413
E6,38,2,701,288,352.6248368,758.2149151,12256,34683587,2829.927138,1463.078841,13,468,36,2428037,5188.113248,6110631,498.5828166
E6,39,1,52,306,405.4034335,109.606042,17941,38755354,2160.155733,910.5211645,0,0,0,0,0,451304,25.15489661
E6,39,2,54,60,171.6810576,163.5612729,35856,70180106,1957.276495,962.2712206,0,0,0,0,0,523666,14.60469656
E6,39,3,455,33,101.4457488,508.4328687,12267,45951722,3745.962501,2198.899068,4,76,19,59406,781.6578947,698402,56.93339855
E6,39,4,938,77,139.3158959,1002.681193,12368,40701320,3290.85705,1786.843867,18,527,29.27777778,986534,1871.981025,2838387,229.4944211
E6,40,1,103,165,329.5785897,230.2905515,42970,83294723,1938.438981,1103.459885,3,46,15.33333333,63629,1383.23913,878420,20.4426344
E6,40,2,144,787,846.3166549,203.5052761,11372,29270226,2573.885508,1329.818688,20,1085,54.25,7032279,6481.363134,15960161,1403.461221
E6,40,3,186,922,992.0468105,255.1839638,15253,32084003,2103.455255,938.6889668,26,961,36.96153846,4392445,4570.702393,20753730,1360.632662
E6,40,4,322,752,837.9594163,402.7171696,19121,39338647,2057.353015,811.4557396,1,23,23,10481,455.6956522,355900,18.61304325
E6,40,5,358,79,139.7654705,421.0420332,12847,40163056,3126.259516,1895.166205,4,163,40.75,711050,4362.269939,1955709,152.2307932
E6,40,6,542,526,598.5869391,611.3500401,16201,43203197,2666.699401,1298.822379,32,1476,46.125,3034793,2056.092818,7969358,491.9053145
E6,40,7,776,858,957.065467,864.1110512,25952,63461830,2445.354115,1253.875039,0,0,0,0,0,535037,20.61640721
E6,40,8,951,49,116.4167973,1005.637984,12121,44439328,3666.30872,2491.621952,30,1264,42.13333333,5222900,4132.041139,13646919,1125.890521
E6,41,1,5,202,304.1338268,68.15936122,24046,46023924,1913.99501,1385.332987,1,11,11,3560,323.6363636,357555,14.86962489
E6,41,2,59,439,532.8297176,157.1493889,28717,65262505,2272.608734,1431.211472,0,0,0,0,0,666875,23.22230734
E6,41,3,180,906,984.9213974,234.474818,13740,47700489,3471.65131,2244.122845,0,0,0,0,0,535641,38.98406114
E6,41,4,905,894,960.0253842,973.3843566,13079,28523783,2180.884089,1142.580725,14,565,40.35714286,1353892,2396.269027,4546526,347.6203074
E6,42,1,96,742,815.803703,167.6612739,16689,40178028,2407.455689,915.0498372,20,338,16.9,474411,1403.58284,1551340,92.95583918
E6,42,2,441,226,304.6242929,519.6369943,18738,53086024,2833.067777,1925.192678,0,0,0,0,0,566893,30.25365567
E6,42,3,639,321,379.7726749,694.3774981,10408,32644355,3136.467621,1618.347742,1,17,17,8450,497.0588235,425294,40.86222137
E6,42,4,764,403,472.836925,829.2507943,14478,47699841,3294.642976,1800.631914,48,1406,29.29166667,4333187,3081.92532,10856715,749.8767095
E6,43,1,20,831,915.40392,109.978479,25510,47912455,1878.183261,954.8491535,9,120,13.33333333,78264,652.2,1010374,39.60697766
E6,43,2,130,465,544.8618368,194.0297079,16191,47768569,2950.316163,1680.303917,31,796,25.67741935,1916230,2407.324121,5479145,338.406831
E6,43,3,193,276,349.9269198,259.889949,15093,54539531,3613.564633,2006.950656,1,17,17,15066,886.2352941,759882,50.34665077
